Store Number,Address,City,State,Zip Code,Phone Number,Store Hours,Gas,Diesel,Latitude,Longitude,Accuracy
6672,95 FRONT STREET,WINCHENDON,MA,01475,(978) 297-3527,Open 24 hours,TRUE,FALSE,42.6810585,-72.0488691,STREET_ADDRESS: ROOFTOP
6674,2 SUGARLOAF STREET,SOUTH DEERFIELD,MA,01373,(413) 665-7342,5 AM - 12 AM,TRUE,FALSE,42.477051,-72.608262,STREET_ADDRESS: ROOFTOP
6676,182 WEST ST,WARE,MA,01082,(413) 967-8144,Open 24 hours,TRUE,FALSE,42.2538389,-72.2551395,STREET_ADDRESS: RANGE_INTERPOLATED
6677,"3 MAIN STREET, PO BOX 158",BRIMFIELD,MA,01010,(413) 245-3398,Open 24 hours,TRUE,FALSE,42.122166,-72.2011949,STREET_ADDRESS: ROOFTOP
6678,446 MAIN STREET,WILLIAMSTOWN,MA,01267,(413) 458-9357,Open 24 hours,TRUE,FALSE,42.7062697,-73.1899347,STREET_ADDRESS: ROOFTOP
6680,87 CENTRAL STREET,HUDSON,MA,01749,(978) 568-9874,5 AM - 12 AM,TRUE,FALSE,42.394355,-71.578548,STREET_ADDRESS: ROOFTOP
6681,66 TURNPIKE ROAD,IPSWICH,MA,01938,(978) 356-8487,Open 24 hours,TRUE,FALSE,42.685215,-70.9190069,STREET_ADDRESS: ROOFTOP
6682,2222 PROVIDENCE RD BX 233,NORTHBRIDGE,MA,01534,(508) 234-3164,Open 24 hours,TRUE,FALSE,42.1398758,-71.6376694,POSTAL_CODE: APPROXIMATE
6684,70 CENTRAL ST,IPSWICH,MA,01938,(978) 356-3701,Open 24 hours,TRUE,FALSE,42.681409,-70.840358,STREET_ADDRESS: ROOFTOP
6686,"506 MAIN ST.,PO BOX 276",FISKDALE,MA,01518,(508) 347-5190,Open 24 hours,TRUE,FALSE,42.115554,-72.109151,STREET_ADDRESS: ROOFTOP
6687,35 ELM STREET,BALDWINVILLE,MA,01436,(978) 939-1009,5 AM - 12 AM,TRUE,FALSE,42.608598,-72.075039,STREET_ADDRESS: RANGE_INTERPOLATED
6688,297 MAIN STREET,ATHOL,MA,01331,(978) 249-3209,Open 24 hours,TRUE,FALSE,42.593771,-72.2334575,STREET_ADDRESS: RANGE_INTERPOLATED
6690,46 COMMERCIAL ST,ADAMS,MA,01220,(413) 743-5964,5 AM - 12 AM,TRUE,FALSE,42.616755,-73.122089,STREET_ADDRESS: ROOFTOP
6691,594 UNION STREET,NORTH ADAMS,MA,01247,(413) 663-9481,5 AM - 12 AM,TRUE,FALSE,42.7002998,-73.0940068,STREET_ADDRESS: RANGE_INTERPOLATED
6692,70 ASHLAND STREET,NORTH ADAMS,MA,01247,(413) 662-2721,5 AM - 12 AM,TRUE,FALSE,42.6971289,-73.1102657,STREET_ADDRESS: RANGE_INTERPOLATED
6694,317 FEDERAL ST,GREENFIELD,MA,01301,(413) 773-1738,Open 24 hours,TRUE,FALSE,42.601318,-72.593062,STREET_ADDRESS: ROOFTOP
6695,"225 MAIN ST, PO BOX 245",BROOKFIELD,MA,01506,(508) 867-9703,Open 24 hours,TRUE,FALSE,42.2180017,-72.0991541,ROUTE: GEOMETRIC_CENTER
6697,885 DALTON AVE,PITTSFIELD,MA,01201,(413) 496-9774,5 AM - 12 AM,TRUE,FALSE,42.468747,-73.201885,STREET_ADDRESS: ROOFTOP
6698,74 W STATE ST,GRANBY,MA,01033,(413) 467-9969,Open 24 hours,TRUE,FALSE,42.246824,-72.544112,STREET_ADDRESS: RANGE_INTERPOLATED
6702,10 MONTAGUE CITY RD.,TURNERS FALLS,MA,01376,(413) 863-3659,Open 24 hours,TRUE,,42.599082,-72.564355,STREET_ADDRESS: RANGE_INTERPOLATED
6703,22 PARK & RIVERDALE RD.,WEST SPRINGFIELD,MA,01089,(413) 788-4536,Open 24 hours,TRUE,FALSE,42.138658,-72.6262679,ROUTE: GEOMETRIC_CENTER
6704,35 BELCHERTOWN RD,AMHERST,MA,01002,(413) 256-8332,Open 24 hours,TRUE,FALSE,42.372252,-72.5000589,STREET_ADDRESS: ROOFTOP
6705,163 PATRIOTS RD PO BX 312,EAST TEMPLETON,MA,01438,(978) 632-5037,Open 24 hours,TRUE,FALSE,42.5612277,-72.040016,STREET_ADDRESS: RANGE_INTERPOLATED
6706,109 BROOKSIDE ROAD,ATHOL,MA,01331,(978) 248-2195,5 AM - 12 AM,TRUE,FALSE,42.5808295,-72.2565155,STREET_ADDRESS: RANGE_INTERPOLATED
6708,4 SOUTH MAIN STREET,MIDDLETON,MA,01949,(978) 774-8600,5 AM - 12 AM,TRUE,FALSE,42.594644,-71.014736,STREET_ADDRESS: ROOFTOP
6714,37 & 39 MAIN STREET,WILLIAMSBURG,MA,01096,(413) 268-8277,5 AM - 12 AM,TRUE,FALSE,42.3897158,-72.7209644,STREET_ADDRESS: RANGE_INTERPOLATED
6715,205 MAIN STREET,WILMINGTON,MA,01887,(978) 658-0275,5 AM - 12 AM,TRUE,FALSE,42.5577712,-71.1818861,STREET_ADDRESS: RANGE_INTERPOLATED
6717,66 PARKER STREET,INDIAN ORCHARD,MA,01151,(413) 543-6030,6 AM - 11 PM,TRUE,FALSE,42.1541896,-72.4893496,STREET_ADDRESS: RANGE_INTERPOLATED
6718,507 NEWTON STREET,SOUTH HADLEY,MA,01075,(413) 540-9390,5 AM - 12 AM,TRUE,FALSE,42.2361797,-72.583039,STREET_ADDRESS: RANGE_INTERPOLATED
6719,550 EAST MAIN STREET,EAST BROOKFIELD,MA,01515,(508) 885-5361,5 AM - 12 AM,TRUE,FALSE,42.2315388,-72.0291702,STREET_ADDRESS: RANGE_INTERPOLATED
6720,1530 MAIN ST,LEICESTER,MA,01524,(508) 892-8391,5 AM - 12 AM,TRUE,FALSE,42.2460548,-71.9091762,STREET_ADDRESS: RANGE_INTERPOLATED
6723,730 COCHITUATE ROAD,FRAMINGHAM,MA,01701,(508) 872-8201,Open 24 hours,TRUE,,42.3089299,-71.383225,STREET_ADDRESS: ROOFTOP
6725,365 TURNPIKE AVE,SOUTHBOROUGH,MA,01772,(508) 485-5301,5 AM - 11 PM,TRUE,,42.289361,-71.560176,STREET_ADDRESS: ROOFTOP
6727,668 CHESTNUT STREET,LYNN,MA,01904,(781) 581-2798,Open 24 hours,TRUE,FALSE,42.479917,-70.954972,STREET_ADDRESS: ROOFTOP
6728,767 MAIN STREET,SOUTH WEYMOUTH,MA,02190,(781) 331-0167,6 AM - 11 PM,TRUE,FALSE,42.179403,-70.955718,STREET_ADDRESS: ROOFTOP
6729,41 MAIN STREET,KINGSTON,MA,02364,(781) 582-3797,5 AM - 12 AM,TRUE,,41.9837717,-70.7007106,STREET_ADDRESS: RANGE_INTERPOLATED
6730,143 PARK STREET & UNION,WEST SPRINGFIELD,MA,01089,(413) 739-0104,Open 24 hours,TRUE,,42.1050038,-72.620171,INTERSECTION: APPROXIMATE
6731,4460 STATE HWY ROUTE 6,EASTHAM,MA,02642,(508) 255-1162,5 AM - 11 PM,TRUE,,41.869777,-69.985399,ROUTE: GEOMETRIC_CENTER
6732,992 GRAND ARMY HWY,SOMERSET,MA,02726,(508) 679-1261,Open 24 hours,TRUE,,41.7271478,-71.1598994,ROUTE: GEOMETRIC_CENTER
6734,200 LOWELL ST,WAKEFIELD,MA,01880,(781) 245-0231,6 AM - 9 PM,TRUE,FALSE,42.522152,-71.0767059,STREET_ADDRESS: RANGE_INTERPOLATED
6735,324 MARRETT RD,LEXINGTON,MA,02421,(781) 862-0812,5 AM - 11 PM,TRUE,FALSE,42.435553,-71.235093,STREET_ADDRESS: ROOFTOP
6736,30 SPARKS AVE,NANTUCKET,MA,02554,(508) 228-2183,5 AM - 12 AM,,FALSE,41.27116,-70.093053,STREET_ADDRESS: ROOFTOP
6738,1134 SOUTHAMPTON RD,WESTFIELD,MA,01085,(413) 568-1526,Open 24 hours,TRUE,,42.1819627,-72.7265333,STREET_ADDRESS: RANGE_INTERPOLATED
6739,150 S MAIN ST,MIDDLEBORO,MA,02346,(508) 946-0349,6 AM - 11 PM,TRUE,,41.8845586,-70.9186634,STREET_ADDRESS: RANGE_INTERPOLATED
7616,239 NEWTON SPARTA ROAD,NEWTON,NJ,07860,(973) 579-7367,5 AM - 12 AM,TRUE,FALSE,41.0375277,-74.7011431,STREET_ADDRESS: RANGE_INTERPOLATED
7674,"#8, ROUTE 23",MONTAGUE,NJ,07827,(973) 293-8928,5 AM - 12 AM,TRUE,,41.352932,-74.685448,STREET_ADDRESS: RANGE_INTERPOLATED
7677,1150 HAMBURG TURNPIKE,WAYNE,NJ,07470,(973) 686-1603,5 AM - 12 AM,TRUE,,40.960822,-74.241138,STREET_ADDRESS: ROOFTOP
7683,2029 ATLANTIC AVE,ATLANTIC CITY,NJ,08401,(609) 345-4759,Open 24 hours,TRUE,FALSE,39.3588274,-74.4363082,STREET_ADDRESS: RANGE_INTERPOLATED
7687,401 RTE. 15 NORTH,WHARTON,NJ,07885,(973) 366-2247,5 AM - 11 PM,TRUE,FALSE,40.9137569,-74.57706,STREET_ADDRESS: ROOFTOP
7785,321 SHELL ROAD,CARNEYS PT,NJ,08069,(856) 299-7127,5 AM - 12 AM,,FALSE,39.707647,-75.4698499,STREET_ADDRESS: ROOFTOP
7801,275 EAST MAIN STREET,OCEANPORT,NJ,07757,(732) 542-9599,5 AM - 12 AM,,FALSE,40.313133,-74.024834,STREET_ADDRESS: ROOFTOP
7832,210 OCEAN GATE DRIVE,BAYVILLE,NJ,08721,(732) 606-1405,5 AM - 12 AM,,FALSE,39.9169886,-74.1526497,STREET_ADDRESS: RANGE_INTERPOLATED
7912,120 CARR AVENUE,KEANSBURG,NJ,07734,(732) 495-1367,5 AM - 12 AM,,FALSE,40.45114,-74.134162,STREET_ADDRESS: ROOFTOP
7924,606 ROUTE 9 S,TUCKERTON,NJ,08087,(609) 294-3831,5 AM - 12 AM,,FALSE,39.6169506,-74.3214525,STREET_ADDRESS: RANGE_INTERPOLATED
7955,1504 RTE 72,MANAHAWKIN,NJ,08050,(609) 597-5675,5 AM - 12 AM,,FALSE,39.7307404,-74.2939002,STREET_ADDRESS: ROOFTOP
7959,918 RADIO ROAD,MYSTIC ISLAND,NJ,08087,(609) 294-3652,5 AM - 12 AM,,FALSE,39.5685919,-74.3701123,STREET_ADDRESS: ROOFTOP
7973,116 BAY AVENUE,HIGHLANDS,NJ,07732,(732) 708-9274,5 AM - 12 AM,TRUE,FALSE,40.4004249,-73.9850776,STREET_ADDRESS: RANGE_INTERPOLATED
7984,3001 OCEAN HEIGHTS AVE.,EGG HARBOR TOWNSHIP,NJ,08234,(609) 653-6783,Open 24 hours,TRUE,FALSE,39.361961,-74.618574,STREET_ADDRESS: ROOFTOP
7987,2001 RT 571 & COMWLTH BVD,TOMS RIVER,NJ,08757,(732) 736-0539,5 AM - 12 AM,,FALSE,39.9471038,-74.2531465,POSTAL_CODE: APPROXIMATE
7988,326 CHESTER AVE & 3RD ST,DELRAN,NJ,08075,(856) 461-2941,5 AM - 12 AM,,FALSE,40.0314778,-74.9671908,INTERSECTION: APPROXIMATE
8000,154 ROCKINGHAM STREET,BELLOWS FALLS,VT,05101,(802) 463-9891,Open 24 hours,TRUE,FALSE,43.137664,-72.451886,STREET_ADDRESS: ROOFTOP
8001,535 EAST MAIN STREET,NEWPORT,VT,05855,(802) 334-3091,Open 24 hours,TRUE,FALSE,44.943264,-72.193062,STREET_ADDRESS: ROOFTOP
8002,706 N. MAIN STREET,NORTHFIELD,VT,05663,(802) 485-4100,5 AM - 12 AM,TRUE,FALSE,44.15881,-72.656715,STREET_ADDRESS: ROOFTOP
8003,7 CENTRAL ST,RANDOLPH,VT,05060,(802) 728-4766,Open 24 hours,TRUE,FALSE,43.9272459,-72.665405,STREET_ADDRESS: ROOFTOP
8004,212 S. MAIN STREET,RUTLAND,VT,05701,(802) 773-9819,Open 24 hours,TRUE,FALSE,43.593761,-72.969185,STREET_ADDRESS: ROOFTOP
8005,183 MAIN STREET,WINDSOR,VT,05089,(802) 674-9194,Open 24 hours,TRUE,FALSE,43.4760656,-72.38784,STREET_ADDRESS: ROOFTOP
8006,107 NORTHSIDE DR,BENNINGTON,VT,05201,(802) 442-9063,Open 24 hours,TRUE,FALSE,42.895565,-73.203522,STREET_ADDRESS: ROOFTOP
8007,1167 HARTFORD AVE,WHITE RIVER JCT,VT,05001,(802) 281-7001,Open 24 hours,TRUE,FALSE,43.6649075,-72.3123615,STREET_ADDRESS: ROOFTOP
8008,433 WOODSTOCK RD,WOODSTOCK,VT,05091,(802) 457-9147,5 AM - 12 AM,TRUE,FALSE,43.627595,-72.507238,STREET_ADDRESS: ROOFTOP
8009,"309 N MAIN ST, BOX 308",WALLINGFORD,VT,05773,(802) 446-3428,5 AM - 12 AM,TRUE,FALSE,43.4717467,-72.9773692,LOCALITY: APPROXIMATE
8011,954 BROAD STREET,LYNDONVILLE,VT,05851,(802) 626-8508,Open 24 hours,TRUE,FALSE,44.5329404,-72.0027455,STREET_ADDRESS: ROOFTOP
8012,604 PORTLAND STREET,ST JOHNSBURY,VT,05819,(802) 748-1725,Open 24 hours,TRUE,FALSE,44.4210513,-72.0036977,STREET_ADDRESS: ROOFTOP
8013,535 MAIN STREET,FAIRLEE,VT,05045,(802) 333-9437,5 AM - 12 AM,TRUE,FALSE,43.9085582,-72.1407883,STREET_ADDRESS: RANGE_INTERPOLATED
8015,143 MAIN ST,LUDLOW,VT,05149,(802) 228-4693,5 AM - 12 AM,TRUE,FALSE,43.396277,-72.699772,STREET_ADDRESS: ROOFTOP
8016,13 W. MAIN ST. BOX 56,RICHMOND,VT,05477,(802) 434-3259,5 AM - 12 AM,TRUE,FALSE,44.4053135,-72.9924128,LOCALITY: APPROXIMATE
8018,661 PINE ST,BURLINGTON,VT,05401,(802) 660-8305,Open 24 hours,TRUE,FALSE,44.460952,-73.214888,STREET_ADDRESS: ROOFTOP
8019,454 RIVERSIDE AVE,BURLINGTON,VT,05401,(802) 660-8255,Open 24 hours,TRUE,FALSE,44.48801,-73.200406,STREET_ADDRESS: ROOFTOP
8023,20 UPPER MAIN ST BX 1007,MORRISVILLE,VT,05661,(802) 888-8598,Open 24 hours,TRUE,FALSE,44.5617189,-72.5984486,NEIGHBORHOOD: APPROXIMATE
8024,37 BERLIN ST,MONTPELIER,VT,05602,(802) 229-1284,Open 24 hours,TRUE,FALSE,44.256214,-72.576416,STREET_ADDRESS: ROOFTOP
8025,524 N MAIN ST,BARRE,VT,05641,(802) 479-9135,Open 24 hours,TRUE,FALSE,44.2073565,-72.513106,STREET_ADDRESS: RANGE_INTERPOLATED
8027,132 S MAIN ST,BARRE,VT,05641,(802) 479-4382,Open 24 hours,TRUE,FALSE,44.189567,-72.4982276,STREET_ADDRESS: ROOFTOP
8028,781 COLLEGE PKWY.,COLCHESTER,VT,05446,(802) 654-8573,Open 24 hours,TRUE,FALSE,44.497734,-73.158615,STREET_ADDRESS: ROOFTOP
8030,317 MARLBORO RD.,BRATTLEBORO,VT,05301,(802) 251-0601,5 AM - 11 PM,TRUE,FALSE,42.866298,-72.616043,STREET_ADDRESS: ROOFTOP
8833,"PO BOX 133, 1250-1 RT 532",WASHINGTON CROSSING,PA,18977,(215) 493-7164,5 AM - 11 PM,,FALSE,40.2922138,-74.8732032,STREET_ADDRESS: RANGE_INTERPOLATED
8854,308 N. MANTAWNY & STATE,POTTSTOWN,PA,19464,(610) 323-2291,5 AM - 12 AM,TRUE,FALSE,40.2532116,-75.655072,STREET_ADDRESS: RANGE_INTERPOLATED
8859,403 N. MAIN STREET,TELFORD,PA,18969,(215) 723-1774,Open 24 hours,TRUE,FALSE,40.3283219,-75.333742,STREET_ADDRESS: RANGE_INTERPOLATED
8864,1255 MONTGOMERY AVENUE,NEW BERLINVILLE,PA,19545,(610) 473-0901,Open 24 hours,TRUE,FALSE,40.3444616,-75.6266204,STREET_ADDRESS: RANGE_INTERPOLATED
8870,S. READING AVE & WARWICK,BOYERTOWN,PA,19512,(610) 473-9106,Open 24 hours,TRUE,FALSE,40.3289338,-75.6462142,INTERSECTION: APPROXIMATE
8950,1713 N LIMEKILN PIKE,DRESHER,PA,19025,(215) 540-4528,Open 24 Hours,TRUE,FALSE,40.143132,-75.167695,STREET_ADDRESS: ROOFTOP
8951,201 LANCASTER AVENUE,DEVON,PA,19333,(484) 582-0452,5 AM - 12 AM,TRUE,FALSE,40.045916,-75.42389,STREET_ADDRESS: ROOFTOP
9505,627 N DIXIE HWY,LAKE WORTH,FL,33460,(561) 586-9602,6 AM - 12 AM,TRUE,FALSE,26.6233255,-80.0570862,STREET_ADDRESS: RANGE_INTERPOLATED
9512,1925 43RD AVE,VERO BEACH,FL,32960,(772) 562-9781,Open 24 hours,TRUE,FALSE,27.6371934,-80.4302015,STREET_ADDRESS: RANGE_INTERPOLATED
9522,3100 SANFORD AVE,SANFORD,FL,32771,(407) 322-9889,5 AM - 12 AM,TRUE,FALSE,28.770635,-81.265123,STREET_ADDRESS: ROOFTOP
9538,8685 SE FEDERAL HWY,HOBE SOUND,FL,33455,(772) 546-9815,5 AM - 12 AM,TRUE,FALSE,27.098771,-80.158645,STREET_ADDRESS: ROOFTOP
9541,5245 10TH AVE NORTH,GREENACRES,FL,33463,(561) 968-9902,5 AM - 12 AM,TRUE,FALSE,26.631611,-80.125162,STREET_ADDRESS: ROOFTOP
9548,3980 10TH AVE NORTH,LAKE WORTH,FL,33461,(561) 968-9941,5 AM - 12 AM,TRUE,FALSE,26.6290932,-80.1047402,STREET_ADDRESS: ROOFTOP
9551,23077 STATE RD #7,BOCA RATON,FL,33428,(561) 482-9266,Open 24 hours,TRUE,FALSE,26.336234,-80.203766,STREET_ADDRESS: ROOFTOP
9556,10975 SOUTH A1A,JENSEN BEACH,FL,34957,(772) 229-9020,4 AM - 12 AM,TRUE,FALSE,27.2647708,-80.2021145,STREET_ADDRESS: RANGE_INTERPOLATED
9565,2001 N. EAST SAVANNAH RD.,JENSEN BEACH,FL,34957,(772) 334-6804,Open 24 hours,TRUE,FALSE,27.229745,-80.23602,STREET_ADDRESS: ROOFTOP
9568,2692 N MILITARY TRL,WEST PALM BEACH,FL,33409,(561) 478-6418,5 AM - 12 AM,TRUE,FALSE,26.716963,-80.110224,STREET_ADDRESS: ROOFTOP
9572,6900 W ATLANTIC BLVD,MARGATE,FL,33063,(954) 974-9708,5 AM - 12 AM,TRUE,FALSE,26.234815,-80.21704,STREET_ADDRESS: ROOFTOP
9574,2995 SE DIXIE HWY,STUART,FL,34997,(772) 781-1962,Open 24 hours,TRUE,FALSE,27.168419,-80.22151,STREET_ADDRESS: ROOFTOP
9577,10526 EAST COLONIAL DR,ORLANDO,FL,32817,(407) 273-9924,Open 24 hours,TRUE,FALSE,28.569631,-81.2324938,STREET_ADDRESS: RANGE_INTERPOLATED
9578,12500 STATE RD 84,DAVIE,FL,33325,(954) 472-9490,Open 24 hours,TRUE,FALSE,26.1139905,-80.3148131,STREET_ADDRESS: ROOFTOP
9580,2965 OLD 441,MT. DORA,FL,32757,(352) 383-0040,Open 24 hours,TRUE,FALSE,28.8077088,-81.6744694,STREET_ADDRESS: RANGE_INTERPOLATED
9586,1 NORTH SEMORAN BLVD.,ORLANDO,FL,32807,(407) 273-9962,Open 24 hours,TRUE,FALSE,28.54608,-81.310307,STREET_ADDRESS: ROOFTOP
9590,1701 SOUTH BAY ST,EUSTIS,FL,32726,(352) 357-1892,Open 24 hours,TRUE,FALSE,28.8293442,-81.6862922,STREET_ADDRESS: ROOFTOP
9593,2520 NO. EAST DIXIE HWY.,JENSEN BEACH,FL,34957,(772) 334-9895,5 AM - 11 PM,TRUE,FALSE,27.228611,-80.219761,STREET_ADDRESS: ROOFTOP
9600,885 SOUTH VOLUSIA AVE,ORANGE CITY,FL,32763,(386) 774-7828,Open 24 hours,TRUE,FALSE,28.939751,-81.299274,STREET_ADDRESS: ROOFTOP
9603,975 SEAWAY DRIVE,FORT PIERCE,FL,34949,(772) 461-9386,5 AM - 12 AM,TRUE,FALSE,27.462702,-80.302894,STREET_ADDRESS: ROOFTOP
9604,100 NORTH BUMBY AVE.,ORLANDO,FL,32803,(407) 894-9160,Open 24 hours,TRUE,FALSE,28.544343,-81.352238,STREET_ADDRESS: ROOFTOP
9606,4355 EDGEWATER DR,ORLANDO,FL,32804,(407) 293-9793,6 AM - 11 PM,TRUE,FALSE,28.596265,-81.397797,STREET_ADDRESS: ROOFTOP
9609,1701 KIRK RD,WEST PALM BEACH,FL,33406,(561) 439-0405,Open 24 hours,TRUE,,26.651965,-80.104846,STREET_ADDRESS: ROOFTOP
9617,1251 PROVIDENCE BLVD,DELTONA,FL,32725,(386) 574-8160,Open 24 hours,TRUE,FALSE,28.883931,-81.239299,STREET_ADDRESS: ROOFTOP
9619,1644 PROVIDENCE BLVD,DELTONA,FL,32725,(386) 574-9982,5 AM - 12 AM,TRUE,FALSE,28.90277,-81.228331,STREET_ADDRESS: ROOFTOP
9620,1020 SHOREWINDS DR,FORT PIERCE,FL,34949,(772) 465-9089,5 AM - 12 AM,TRUE,FALSE,27.485538,-80.299286,STREET_ADDRESS: ROOFTOP
9623,2526 SHERIDAN STREET,HOLLYWOOD,FL,33020,(954) 925-9001,Open 24 hours,TRUE,FALSE,26.033026,-80.158964,STREET_ADDRESS: ROOFTOP
9634,855 NORTH BANANA RIVER DR,MERRITT ISLAND,FL,32952,(321) 459-1234,5 AM - 12 AM,TRUE,FALSE,28.371796,-80.668988,STREET_ADDRESS: ROOFTOP
9636,3505 S HOPKINS AVE,TITUSVILLE,FL,32780,(321) 269-3575,Open 24 hours,TRUE,FALSE,28.5764136,-80.8043165,STREET_ADDRESS: RANGE_INTERPOLATED
9641,8078 S SUNCOAST BLVD,HOMOSSASA,FL,34446,(352) 382-0021,6 AM - 11 PM,TRUE,FALSE,28.744597,-82.554295,STREET_ADDRESS: ROOFTOP
9645,5401 SEMINOLE BLVD,SEMINOLE,FL,33772,(727) 394-7875,Open 24 hours,TRUE,FALSE,27.821782,-82.786576,STREET_ADDRESS: ROOFTOP
9650,1548 FLORESTA DRIVE,PORT ST LUCIE,FL,34983,(772) 879-9611,6 AM - 11 PM,,FALSE,27.2940688,-80.3267213,STREET_ADDRESS: RANGE_INTERPOLATED
9654,2140 PORT MALABAR BVD NE,PALM BAY,FL,32905,(321) 723-9508,5 AM - 12 AM,TRUE,FALSE,28.016998,-80.58704,STREET_ADDRESS: ROOFTOP
9657,34434 STATE RD. 54 WEST,ZEPHYRHILLS,FL,33543,(813) 782-2899,6 AM - 12 AM,TRUE,FALSE,28.218233,-82.2463927,STREET_ADDRESS: ROOFTOP
9673,1326 MILITARY TRAIL NORTH,WEST PALM BEACH,FL,33409,(561) 689-7909,5 AM - 12 AM,TRUE,FALSE,26.696764,-80.111028,STREET_ADDRESS: ROOFTOP
9675,6521 SO. EAST FEDERAL HWY,STUART,FL,34997,(772) 287-9824,5 AM - 12 AM,TRUE,FALSE,27.125697,-80.192496,STREET_ADDRESS: ROOFTOP
9685,2805 NORTH FLORIDA AVE.,HERNANDO,FL,34442,(352) 637-5588,Open 24 hours,TRUE,FALSE,28.903834,-82.376876,STREET_ADDRESS: ROOFTOP
9687,5244 MARINER BLVD,SPRING HILL,FL,34609,(352) 666-4235,6 AM - 11 PM,TRUE,FALSE,28.5037347,-82.5230485,STREET_ADDRESS: RANGE_INTERPOLATED
9690,957 SEBASTIAN BOULEVARD,SEBASTIAN,FL,32958,(772) 589-9916,Open 24 hours,TRUE,FALSE,27.783432,-80.492827,STREET_ADDRESS: ROOFTOP
9692,9580 N CITRUS SPRINGS BVD,CITRUS SPRINGS,FL,34434,(352) 489-9208,6 AM - 11 PM,TRUE,FALSE,29.003743,-82.465379,STREET_ADDRESS: ROOFTOP
9695,1204 DIXON BLVD,COCOA,FL,32922,(321) 631-9813,5 AM - 11 PM,TRUE,FALSE,28.3732988,-80.7471807,STREET_ADDRESS: ROOFTOP
9713,1900 SOUTH HWY 27,CLERMONT,FL,34711,(352) 394-8252,5 AM - 12 AM,TRUE,FALSE,28.542653,-81.742111,STREET_ADDRESS: ROOFTOP
9729,11025 US HIGHWAY 441,LEESBURG,FL,34788,(352) 343-2271,Open 24 hours,TRUE,FALSE,28.819426,-81.773937,STREET_ADDRESS: ROOFTOP
9745,973 SW DEL RIO BLVD.,PORT ST LUCIE,FL,34953,(772) 340-2597,Open 24 hours,TRUE,FALSE,27.280118,-80.373002,STREET_ADDRESS: ROOFTOP
9747,8090 US HIGHWAY 1,MICCO,FL,32976,(772) 664-8267,Open 24 hours,TRUE,FALSE,27.88058,-80.501801,STREET_ADDRESS: ROOFTOP
9748,1498 SO. EAST LENNARD RD.,PORT ST LUCIE,FL,34952,(772) 335-5764,Open 24 hours,TRUE,FALSE,27.2932728,-80.2855778,STREET_ADDRESS: ROOFTOP
9750,3669 SOUTH STREET,TITUSVILLE,FL,32780,(321) 383-2475,Open 24 hours,TRUE,FALSE,28.5820286,-80.8470273,ROUTE: GEOMETRIC_CENTER
9751,3944 GALL BLVD,ZEPHYRHILLS,FL,33541,(813) 782-9180,Open 24 hours,TRUE,FALSE,28.214905,-82.17972,STREET_ADDRESS: ROOFTOP
9753,4771 S MILITARY TRAIL,GREENACRES,FL,33463,(561) 649-5137,Open 24 hours,TRUE,FALSE,26.6072329,-80.114342,STREET_ADDRESS: ROOFTOP
9805,1801 CONCORD PIKE,WILMINGTON,DE,19803,(302) 652-2034,Open 24 hours,TRUE,FALSE,39.786085,-75.545444,STREET_ADDRESS: ROOFTOP
9808,698 NAAMANS ROAD,CLAYMONT,DE,19703,(302) 798-0230,5 AM - 12 AM,TRUE,FALSE,39.816389,-75.458709,STREET_ADDRESS: ROOFTOP
9900,752 WEST BASIN ROAD,NEW CASTLE,DE,19720,(302) 328-7962,5 AM - 12 AM,TRUE,FALSE,39.690911,-75.597075,STREET_ADDRESS: ROOFTOP
9908,1703 NEW CASTLE AVE,NEW CASTLE,DE,19720,(302) 322-7147,5 AM - 11 PM,TRUE,FALSE,39.6838337,-75.5580398,STREET_ADDRESS: RANGE_INTERPOLATED
9940,4556 CRESTHAVEN BLVD,WEST PALM BEACH,FL,33406,(561) 965-9790,6 AM - 11 PM,TRUE,FALSE,26.637239,-80.113675,STREET_ADDRESS: ROOFTOP
9998,7228 NORTH MILITARY TRAIL,PALM BCH GARDENS,FL,33410,(561) 842-8167,5 AM - 12 AM,TRUE,FALSE,26.78306,-80.106791,STREET_ADDRESS: ROOFTOP
